Frequency (Hz), Magnitude (dB)
13640.625000, -44.544204
13652.343750, -48.379118
13664.062500, -55.602278
13675.781250, -65.871415
13687.500000, -51.464545
13699.218750, -46.359003
13710.937500, -43.222793
13722.656250, -40.987588
13734.375000, -39.279603
13746.093750, -37.923874
13757.812500, -36.824537
13769.531250, -35.923593
13781.250000, -35.183527
13792.968750, -34.578936
13804.687500, -34.092094
13816.406250, -33.710436
13828.125000, -33.425064
13839.843750, -33.229821
13851.562500, -33.120723
13863.281250, -33.095621
13875.000000, -33.154025
13886.718750, -33.297069
13898.437500, -33.527596
13910.156250, -33.850398
13921.875000, -34.272629
13933.593750, -34.804498
13945.312500, -35.460383
13957.031250, -36.260658
13968.750000, -37.234819
13980.468750, -38.427125
13992.187500, -39.907617
14003.906250, -41.796105
14015.625000, -44.323094
14027.343750, -48.027852
14039.062500, -54.800312
14050.781250, -69.211730
14062.500000, -52.011366
14074.218750, -46.657272
14085.937500, -43.427082
14097.656250, -41.141961
14109.375000, -39.402682
14121.093750, -38.025257
14132.812500, -36.909810
14144.531250, -35.996286
14156.250000, -35.246005
14167.968750, -34.632848
14179.687500, -34.138628
14191.406250, -33.750466
14203.125000, -33.459238
14214.843750, -33.258620
14226.562500, -33.144496
14238.281250, -33.114611
14250.000000, -33.168380
14261.718750, -33.306851
14273.437500, -33.532781
14285.156250, -33.850863
14296.875000, -34.268142
14308.593750, -34.794685
14320.312500, -35.444678
14332.031250, -36.238221
14343.750000, -37.204383
14355.468750, -38.386718
14367.187500, -39.853997
14378.906250, -41.723446
14390.625000, -44.219397
14402.343750, -47.861668
14414.062500, -54.430168
14425.781250, -71.516094
14437.500000, -52.296686
14449.218750, -46.808799
14460.937500, -43.528958
14472.656250, -41.217367
14484.375000, -39.461264
14496.093750, -38.071939
14507.812500, -36.947436
14519.531250, -36.026635
14531.250000, -35.270254
14542.968750, -34.651809
14554.687500, -34.152869
14566.406250, -33.760391
14578.125000, -33.465127
14589.843750, -33.260661
14601.562500, -33.142801
14613.281250, -33.109223
14625.000000, -33.159281
14636.718750, -33.293957
14648.437500, -33.515936
14660.156250, -33.829831
14671.875000, -34.242582
14683.593750, -34.764118
14695.312500, -35.408434
14707.031250, -36.195348
14718.750000, -37.153491
14730.468750, -38.325689
14742.187500, -39.779394
14753.906250, -41.629173
14765.625000, -44.093031
14777.343750, -47.671136
14789.062500, -54.036146
14800.781250, -74.885382
14812.500000, -52.593373
14824.218750, -46.955595
14835.937500, -43.621289
14847.656250, -41.280838
14859.375000, -39.506387
14871.093750, -38.104017
14882.812500, -36.969489
14894.531250, -36.040523
14906.250000, -35.277176
14917.968750, -34.652555
14929.687500, -34.147962
14941.406250, -33.750160
14953.125000, -33.449758
14964.843750, -33.240219
14976.562500, -33.117245
14988.281250, -33.078412
15000.000000, -33.122968
15011.718750, -33.251779
15023.437500, -33.467391
15035.156250, -33.774243
15046.875000, -34.179049
15058.593750, -34.691431
15070.312500, -35.324943
15082.031250, -36.098752
15093.750000, -37.040468
15105.468750, -38.191217
15117.187500, -39.615391
15128.906250, -41.421413
15140.625000, -43.812864
15152.343750, -47.246119
15164.062500, -53.168217
15175.781250, -90.813762
15187.500000, -53.399316
15199.218750, -47.362591
15210.937500, -43.891548
15222.656250, -41.481526
15234.375000, -39.664627
15246.093750, -38.233434
15257.812500, -37.077881
15269.531250, -36.132757
15281.250000, -35.356485
15292.968750, -34.721183
15304.687500, -34.207519
15316.406250, -33.801828
15328.125000, -33.494416
15339.843750, -33.278524
15351.562500, -33.149682
15363.281250, -33.105328
15375.000000, -33.144593
15386.718750, -33.268233
15398.437500, -33.478693
15410.156250, -33.780299
15421.875000, -34.179639
15433.593750, -34.686177
15445.312500, -35.313261
15457.031250, -36.079759
15468.750000, -37.012833
15480.468750, -38.152873
15492.187500, -39.562969
15503.906250, -41.348962
15515.625000, -43.708463
15527.343750, -47.080163
15539.062500, -52.825050
15550.781250, -78.349829
15562.500000, -53.792666
15574.218750, -47.559663
15585.937500, -44.023694
15597.656250, -41.580728
15609.375000, -39.743548
15621.093750, -38.298367
15632.812500, -37.132404
15644.531250, -36.179094
15656.250000, -35.396106
15667.968750, -34.755103
15679.687500, -34.236461
15691.406250, -33.826317
15703.125000, -33.514836
15714.843750, -33.295151
15726.562500, -33.162712
15738.281250, -33.114885
15750.000000, -33.150740
15761.718750, -33.270976
15773.437500, -33.477974
15785.156250, -33.775996
15796.875000, -34.171547
15808.593750, -34.673990
15820.312500, -35.296533
15832.031250, -36.057843
15843.750000, -36.984774
15855.468750, -38.117215
15867.187500, -39.517361
15878.906250, -41.289291
15890.625000, -43.626570
15902.343750, -46.956031
15914.062500, -52.582530
15925.781250, -74.626458
15937.500000, -54.068285
15949.218750, -47.689210
15960.937500, -44.105889
15972.656250, -41.638898
15984.375000, -39.786805
15996.093750, -38.331195
16007.812500, -37.157324
16019.531250, -36.197650
16031.250000, -35.409299
16042.968750, -34.763605
16054.687500, -34.240730
16066.406250, -33.826661
16078.125000, -33.511455
16089.843750, -33.288159
16101.562500, -33.152150
16113.281250, -33.100729
16125.000000, -33.132901
16136.718750, -33.249295
16148.437500, -33.452215
16160.156250, -33.745829
16171.875000, -34.136521
16183.593750, -34.633493
16195.312500, -35.249725
16207.031250, -36.003554
16218.750000, -36.921320
16230.468750, -38.042067
16242.187500, -39.426492
16253.906250, -41.175722
16265.625000, -43.476582
16277.343750, -46.736408
16289.062500, -52.170373
16300.781250, -70.518299
16312.500000, -54.561718
16324.218750, -47.913828
16335.937500, -44.246810
16347.656250, -41.738372
16359.375000, -39.861120
16371.093750, -38.388308
16382.812500, -37.201693
16394.531250, -36.232003
16406.250000, -35.435405
16417.968750, -34.782657
16429.687500, -34.253548
16441.406250, -33.833810
16453.125000, -33.513312
16464.843750, -33.284959
16476.562500, -33.144009
16488.281250, -33.087656
16500.000000, -33.114804
16511.718750, -33.225976
16523.437500, -33.423359
16535.156250, -33.710978
16546.875000, -34.095041
16558.593750, -34.584512
16570.312500, -35.192041
16582.031250, -35.935482
16593.750000, -36.840432
16605.468750, -37.944716
16617.187500, -39.306881
16628.906250, -41.023848
16640.625000, -43.272951
16652.343750, -46.434591
16664.062500, -51.605316
16675.781250, -66.648665
16687.500000, -55.377940
16699.218750, -48.282703
16710.937500, -44.484450
16722.656250, -41.912828
16734.375000, -39.998114
16746.093750, -38.500303
16757.812500, -37.295666
16769.531250, -36.312246
16781.250000, -35.504737
16792.968750, -34.843025
16804.687500, -34.306342
16816.406250, -33.880051
16828.125000, -33.553762
16839.843750, -33.320191
16851.562500, -33.174453
16863.281250, -33.113630
16875.000000, -33.136530
16886.718750, -33.243594
16898.437500, -33.436929
16910.156250, -33.720481
16921.875000, -34.100366
16933.593750, -34.585443
16945.312500, -35.188224
16957.031250, -35.926369
16968.750000, -36.825187
16980.468750, -37.922044
16992.187500, -39.274685
17003.906250, -40.978484
17015.625000, -43.207322
17027.343750, -46.331971
17039.062500, -51.408032
17050.781250, -65.541899
17062.500000, -55.716612
17074.218750, -48.432953
17085.937500, -44.581285
17097.656250, -41.983849
17109.375000, -40.053567
17121.093750, -38.545106
17132.812500, -37.332552
17144.531250, -36.342885
17156.250000, -35.530218
17167.968750, -34.864090
17179.687500, -34.323513
17191.406250, -33.893700
17203.125000, -33.564155
17214.843750, -33.327515
17226.562500, -33.178830
17238.281250, -33.115128
17250.000000, -33.135171
17261.718750, -33.239350
17273.437500, -33.429724
17285.156250, -33.710181
17296.875000, -34.086772
17308.593750, -34.568265
17320.312500, -35.167054
17332.031250, -35.900628
17343.750000, -36.794034
17355.468750, -37.884218
17367.187500, -39.228185
17378.906250, -40.919887
17390.625000, -43.130037
17402.343750, -46.220640
17414.062500, -51.210657
17425.781250, -64.600243
17437.500000, -56.031533
17449.218750, -48.560558
17460.937500, -44.657130
17472.656250, -42.034791
17484.375000, -40.089446
17496.093750, -38.570590
17507.812500, -37.350204
17519.531250, -36.354242
17531.250000, -35.536258
17542.968750, -34.865452
17554.687500, -34.320620
17566.406250, -33.886823
17578.125000, -33.553453
17589.843750, -33.313056
17601.562500, -33.160605
17613.281250, -33.093056
17625.000000, -33.109097
17636.718750, -33.209040
17648.437500, -33.394849
17660.156250, -33.670300
17671.875000, -34.041295
17683.593750, -34.516404
17695.312500, -35.107743
17707.031250, -35.832395
17718.750000, -36.714784
17730.468750, -37.790840
17742.187500, -39.115793
17753.906250, -40.780174
17765.625000, -42.947143
17777.343750, -45.958056
17789.062500, -50.747951
17800.781250, -62.628776
17812.500000, -56.889442
17824.218750, -48.907114
17835.937500, -44.871236
17847.656250, -42.187528
17859.375000, -40.206441
17871.093750, -38.663948
17882.812500, -37.426581
17894.531250, -36.417679
17906.250000, -35.589376
17917.968750, -34.910036
17929.687500, -34.357925
17941.406250, -33.917751
17953.125000, -33.578657
17964.843750, -33.333006
17976.562500, -33.175630
17988.281250, -33.103368
18000.000000, -33.114804
18011.718750, -33.210155
18023.437500, -33.391290
18035.156250, -33.661876
18046.875000, -34.027689
18058.593750, -34.497142
18070.312500, -35.082136
18082.031250, -35.799450
18093.750000, -36.673051
18105.468750, -37.738132
18117.187500, -39.048651
18128.906250, -40.692707
18140.625000, -42.828153
18152.343750, -45.782074
18164.062500, -50.433461
18175.781250, -61.424076
18187.500000, -57.596956
18199.218750, -49.185054
18210.937500, -45.044956
18222.656250, -42.313755
18234.375000, -40.305179
18246.093750, -38.744548
18257.812500, -37.494163
18269.531250, -36.475345
18281.250000, -35.639143
18292.968750, -34.953286
18304.687500, -34.395637
18316.406250, -33.950640
18328.125000, -33.607255
18339.843750, -33.357710
18351.562500, -33.196736
18363.281250, -33.121090
18375.000000, -33.129291
18386.718750, -33.221497
18398.437500, -33.399519
18410.156250, -33.666965
18421.875000, -34.029549
18433.593750, -34.495604
18445.312500, -35.076932
18457.031250, -35.790173
18468.750000, -36.659088
18480.468750, -37.718546
18492.187500, -39.021942
18503.906250, -40.656318
18515.625000, -42.777230
18527.343750, -45.705656
18539.062500, -50.297079
18550.781250, -60.936320
18562.500000, -57.930391
18574.218750, -49.309784
18585.937500, -45.120758
18597.656250, -42.367147
18609.375000, -40.345366
18621.093750, -38.775798
18632.812500, -37.518792
18644.531250, -36.494744
18656.250000, -35.654207
18667.968750, -34.964614
18679.687500, -34.403646
18691.406250, -33.955619
18703.125000, -33.609405
18714.843750, -33.357166
18726.562500, -33.193577
18738.281250, -33.115350
18750.000000, -33.120963
18761.718750, -33.210529
18773.437500, -33.385815
18785.156250, -33.650379
18796.875000, -34.009868
18808.593750, -34.472536
18820.312500, -35.050073
18832.031250, -35.758957
18843.750000, -36.622708
18855.468750, -37.675806
18867.187500, -38.970976
18878.906250, -40.593989
18890.625000, -42.697656
18902.343750, -45.595690
18914.062500, -50.115981
18925.781250, -60.357896
18937.500000, -58.339416
18949.218750, -49.447994
18960.937500, -45.197625
18972.656250, -42.416151
18984.375000, -40.377981
18996.093750, -38.797278
19007.812500, -37.531957
19019.531250, -36.501255
19031.250000, -35.655101
19042.968750, -34.960558
19054.687500, -34.395068
19066.406250, -33.942785
19078.125000, -33.592455
19089.843750, -33.336141
19101.562500, -33.168433
19113.281250, -33.085962
19125.000000, -33.087118
19136.718750, -33.171924
19148.437500, -33.342037
19160.156250, -33.600878
19171.875000, -33.953923
19183.593750, -34.409189
19195.312500, -34.978039
19207.031250, -35.676474
19218.750000, -36.527287
19230.468750, -37.563785
19242.187500, -38.836674
19253.906250, -40.427906
19265.625000, -42.482092
19277.343750, -45.291560
19289.062500, -49.605211
19300.781250, -58.790011
19312.500000, -59.819206
19324.218750, -49.947739
19335.937500, -45.496844
19347.656250, -42.628487
19359.375000, -40.541527
19371.093750, -38.929389
19382.812500, -37.641985
19394.531250, -36.594805
19406.250000, -35.735791
19417.968750, -35.030851
19429.687500, -34.456708
19441.406250, -33.997044
19453.125000, -33.640281
19464.843750, -33.378249
19476.562500, -33.205364
19488.281250, -33.118122
19500.000000, -33.114804
19511.718750, -33.195338
19523.437500, -33.361297
19535.156250, -33.616018
19546.875000, -33.964886
19558.593750, -34.415816
19570.312500, -34.980043
19582.031250, -35.673392
19593.750000, -36.518405
19605.468750, -37.547996
19617.187500, -38.812203
19628.906250, -40.391742
19640.625000, -42.428599
19652.343750, -45.208375
19664.062500, -49.455824
19675.781250, -58.336304
19687.500000, -60.390568
19699.218750, -50.133998
19710.937500, -45.610626
19722.656250, -42.711021
19734.375000, -40.606291
19746.093750, -38.982455
19757.812500, -37.686603
19769.531250, -36.632917
19781.250000, -35.768644
19792.968750, -35.059292
19804.687500, -34.481333
19816.406250, -34.018282
19828.125000, -33.658446
19839.843750, -33.393572
19851.562500, -33.218011
19863.281250, -33.128206
19875.000000, -33.122394
19886.718750, -33.200463
19898.437500, -33.363944
19910.156250, -33.616133
19921.875000, -33.962364
19933.593750, -34.410492
19945.312500, -34.971670
19957.031250, -35.661617
19968.750000, -36.502705
19980.468750, -37.527589
19992.187500, -38.785866
20003.906250, -40.357427
20015.625000, -42.382518
20027.343750, -45.142293
20039.062500, -49.345738
20050.781250, -58.031567
20062.500000, -60.788682
20074.218750, -50.251095
20085.937500, -45.676919
20097.656250, -42.755419
20109.375000, -40.638116
20121.093750, -39.005863
20132.812500, -37.703795
20144.531250, -36.645187
20156.250000, -35.776806
20167.968750, -35.063879
20179.687500, -34.482702
20191.406250, -34.016670
20203.125000, -33.654005
20214.843750, -33.386386
20226.562500, -33.208109
20238.281250, -33.115569
20250.000000, -33.106955
20261.718750, -33.182104
20273.437500, -33.342491
20285.156250, -33.591345
20296.875000, -33.933918
20308.593750, -34.377952
20320.312500, -34.934449
20332.031250, -35.618907
20343.750000, -36.453367
20355.468750, -37.469958
20367.187500, -38.717374
20378.906250, -40.273822
20390.625000, -42.276007
20402.343750, -44.996085
20414.062500, -49.111562
20425.781250, -57.419507
20437.500000, -61.680490
20449.218750, -50.497048
20460.937500, -45.814227
20472.656250, -42.847233
20484.375000, -40.704499
20496.093750, -39.055704
20507.812500, -37.741783
20519.531250, -36.674079
20531.250000, -35.798343
20542.968750, -35.079209
20554.687500, -34.492603
20566.406250, -34.021673
20578.125000, -33.654467
20589.843750, -33.382529
20601.562500, -33.200049
20613.281250, -33.103328
20625.000000, -33.090468
20636.718750, -33.161218
20648.437500, -33.316956
20660.156250, -33.560795
20671.875000, -33.897847
20683.593750, -34.335671
20695.312500, -34.885015
20707.031250, -35.561015
20718.750000, -36.385171
20730.468750, -37.388746
20742.187500, -38.618966
20753.906250, -40.151316
20765.625000, -42.116798
20777.343750, -44.773294
20789.062500, -48.749530
20800.781250, -56.495519
20812.500000, -63.452919
20824.218750, -50.951447
20835.937500, -46.074898
20847.656250, -43.029500
20859.375000, -40.844042
20871.093750, -39.168169
20882.812500, -37.835413
20894.531250, -36.753742
20906.250000, -35.867147
20917.968750, -35.139257
20929.687500, -34.545376
20941.406250, -34.068249
20953.125000, -33.695645
20964.843750, -33.418915
20976.562500, -33.232101
20988.281250, -33.131394
21000.000000, -33.114804
21011.718750, -33.182004
21023.437500, -33.334303
21035.156250, -33.574750
21046.875000, -33.908387
21058.593750, -34.342694
21070.312500, -34.888325
21082.031250, -35.560288
21093.750000, -36.379901
21105.468750, -37.378146
21117.187500, -38.601785
21128.906250, -40.125448
21140.625000, -42.078375
21152.343750, -44.714085
21164.062500, -48.646706
21175.781250, -56.228437
21187.500000, -64.113942
21199.218750, -51.109074
21210.937500, -46.166154
21222.656250, -43.093924
21234.375000, -40.893581
21246.093750, -39.208007
21257.812500, -37.868264
21269.531250, -36.781200
21281.250000, -35.890224
21292.968750, -35.158630
21304.687500, -34.561517
21316.406250, -34.081492
21328.125000, -33.706231
21339.843750, -33.427014
21351.562500, -33.237832
21363.281250, -33.134829
21375.000000, -33.115979
21386.718750, -33.180919
21398.437500, -33.330921
21410.156250, -33.568995
21421.875000, -33.900135
21433.593750, -34.331765
21445.312500, -34.874461
21457.031250, -35.543126
21468.750000, -36.358918
21480.468750, -37.352572
21492.187500, -38.570431
21503.906250, -40.086361
21515.625000, -42.028015
21527.343750, -44.645009
21539.062500, -48.538505
21550.781250, -55.976020
21562.500000, -64.750267
21574.218750, -51.240301
21585.937500, -46.234893
21597.656250, -43.137545
21609.375000, -40.923216
21621.093750, -39.228435
21632.812500, -37.881953
21644.531250, -36.789576
21656.250000, -35.894168
21667.968750, -35.158708
21679.687500, -34.558097
21691.406250, -34.074810
21703.125000, -33.696425
21714.843750, -33.414146
21726.562500, -33.221901
21738.281250, -33.115777
21750.000000, -33.093687
21761.718750, -33.155207
21773.437500, -33.301539
21785.156250, -33.535604
21796.875000, -33.862290
21808.593750, -34.288874
21820.312500, -34.825734
21832.031250, -35.487483
21843.750000, -36.294852
21855.468750, -37.277891
21867.187500, -38.481792
21878.906250, -39.978303
21890.625000, -41.890719
21902.343750, -44.457978
21914.062500, -48.246349
21925.781250, -55.305201
21937.500000, -66.889171
21949.218750, -51.642856
21960.937500, -46.453263
21972.656250, -43.284884
21984.375000, -41.032541
21996.093750, -39.313829
22007.812500, -37.950705
22019.531250, -36.845930
22031.250000, -35.940799
22042.968750, -35.197399
22054.687500, -34.590080
22066.406250, -34.100959
22078.125000, -33.717367
22089.843750, -33.430329
22101.562500, -33.233635
22113.281250, -33.123262
22125.000000, -33.097029
22136.718750, -33.154424
22148.437500, -33.296560
22160.156250, -33.526267
22171.875000, -33.848320
22183.593750, -34.269863
22195.312500, -34.801092
22207.031250, -35.456374
22218.750000, -36.256069
22230.468750, -37.229653
22242.187500, -38.421356
22253.906250, -39.901173
22265.625000, -41.788818
22277.343750, -44.314575
22289.062500, -48.017007
22300.781250, -54.782004
22312.500000, -69.278406
22324.218750, -52.016291
22335.937500, -46.657646
22347.656250, -43.425819
22359.375000, -41.139901
22371.093750, -39.400196
22382.812500, -38.022555
22394.531250, -36.907032
22406.250000, -35.993536
22417.968750, -35.243366
22429.687500, -34.630397
22441.406250, -34.136435
22453.125000, -33.748600
22464.843750, -33.457769
22476.562500, -33.257622
22488.281250, -33.144050
22500.000000, -33.114804
22511.718750, -33.169313
22523.437500, -33.308638
22535.156250, -33.535557
22546.875000, -33.854794
22558.593750, -34.273430
22570.312500, -34.801587
22582.031250, -35.453532
22593.750000, -36.249483
22605.468750, -37.218699
22617.187500, -38.405054
22628.906250, -39.877897
22640.625000, -41.755637
22652.343750, -44.265428
22664.062500, -47.935956
22675.781250, -54.596820
22687.500000, -70.372022
22699.218750, -52.160628
22710.937500, -46.735196
22722.656250, -43.478301
22734.375000, -41.178867
22746.093750, -39.430466
22757.812500, -38.046591
22769.531250, -36.926255
22781.250000, -36.008836
22792.968750, -35.255330
22804.687500, -34.639428
22816.406250, -34.142813
22828.125000, -33.752522
22839.843750, -33.459369
22851.562500, -33.256986
22863.281250, -33.141222
22875.000000, -33.109795
22886.718750, -33.162098
22898.437500, -33.299158
22910.156250, -33.523713
22921.875000, -33.840438
22933.593750, -34.256357
22945.312500, -34.781514
22957.031250, -35.430064
22968.750000, -36.222063
22980.468750, -37.186518
22992.187500, -38.366880
23003.906250, -39.831735
23015.625000, -41.697941
23027.343750, -44.188952
23039.062500, -47.821853
23050.781250, -54.361403
23062.500000, -71.889030
23074.218750, -52.321163
23085.937500, -46.812881
23097.656250, -43.525244
23109.375000, -41.209274
23121.093750, -39.450198
23132.812500, -38.058606
23144.531250, -36.932232
23156.250000, -36.009796
23167.968750, -35.251923
23179.687500, -34.632066
23191.406250, -34.131755
23203.125000, -33.737911
23214.843750, -33.441259
23226.562500, -33.235354
23238.281250, -33.115979
23250.000000, -33.080777
23261.718750, -33.129069
23273.437500, -33.261792
23285.156250, -33.481578
23296.875000, -33.792970
23308.593750, -34.202809
23320.312500, -34.720895
23332.031250, -35.361031
23343.750000, -36.142747
23355.468750, -37.094225
23367.187500, -38.257533
23378.906250, -39.698760
23390.625000, -41.529720
23402.343750, -43.961920
23414.062500, -47.475615
23425.781250, -53.638607
23437.500000, -81.066829
23449.218750, -52.934088
23460.937500, -47.128666
23472.656250, -43.736407
23484.375000, -41.366695
23496.093750, -39.574689
23507.812500, -38.160694
23519.531250, -37.017969
23531.250000, -36.082972
23542.968750, -35.315061
23554.687500, -34.686922
23566.406250, -34.179588
23578.125000, -33.779649
23589.843750, -33.477593
23601.562500, -33.266802
23613.281250, -33.142923
23625.000000, -33.103493
23636.718750, -33.147739
23648.437500, -33.276517
23660.156250, -33.492377
23671.875000, -33.799775
23683.593750, -34.205456
23695.312500, -34.719098
23707.031250, -35.354341
23718.750000, -36.130486
23730.468750, -37.075364
23742.187500, -38.230471
23753.906250, -39.660871
23765.625000, -41.476336
23777.343750, -43.883594
23789.062500, -47.348469
23800.781250, -53.365154
23812.500000, -94.634150
23824.218750, -53.217641
23835.937500, -47.276342
23847.656250, -43.837327
23859.375000, -41.443557
23871.093750, -39.636644
23882.812500, -38.212338
23894.531250, -37.061935
23906.250000, -36.120906
23917.968750, -35.348057
23929.687500, -34.715740
23941.406250, -34.204775
23953.125000, -33.801605
23964.843750, -33.496615
23976.562500, -33.283109
23988.281250, -33.156676
