Frequency (Hz), Magnitude (dB)
13652.343750, 0.011845
13664.062500, 0.008453
13675.781250, 0.004977
13687.500000, 0.001452
13699.218750, -0.002088
13710.937500, -0.005610
13722.656250, -0.009079
13734.375000, -0.012462
13746.093750, -0.015725
13757.812500, -0.018838
13769.531250, -0.021770
13781.250000, -0.024492
13792.968750, -0.026979
13804.687500, -0.029205
13816.406250, -0.031150
13828.125000, -0.032794
13839.843750, -0.034121
13851.562500, -0.035118
13863.281250, -0.035775
13875.000000, -0.036087
13886.718750, -0.036049
13898.437500, -0.035663
13910.156250, -0.034932
13921.875000, -0.033863
13933.593750, -0.032467
13945.312500, -0.030756
13957.031250, -0.028749
13968.750000, -0.026464
13980.468750, -0.023924
13992.187500, -0.021154
14003.906250, -0.018179
14015.625000, -0.015030
14027.343750, -0.011737
14039.062500, -0.008331
14050.781250, -0.004846
14062.500000, -0.001315
14074.218750, 0.002228
14085.937500, 0.005748
14097.656250, 0.009212
14109.375000, 0.012585
14121.093750, 0.015837
14132.812500, 0.018935
14144.531250, 0.021851
14156.250000, 0.024555
14167.968750, 0.027022
14179.687500, 0.029229
14191.406250, 0.031154
14203.125000, 0.032779
14214.843750, 0.034089
14226.562500, 0.035070
14238.281250, 0.035715
14250.000000, 0.036016
14261.718750, 0.035970
14273.437500, 0.035579
14285.156250, 0.034845
14296.875000, 0.033776
14308.593750, 0.032382
14320.312500, 0.030676
14332.031250, 0.028674
14343.750000, 0.026396
14355.468750, 0.023863
14367.187500, 0.021100
14378.906250, 0.018132
14390.625000, 0.014989
14402.343750, 0.011700
14414.062500, 0.008297
14425.781250, 0.004812
14437.500000, 0.001280
14449.218750, -0.002266
14460.937500, -0.005792
14472.656250, -0.009264
14484.375000, -0.012648
14496.093750, -0.015911
14507.812500, -0.019022
14519.531250, -0.021951
14531.250000, -0.024668
14542.968750, -0.027149
14554.687500, -0.029369
14566.406250, -0.031305
14578.125000, -0.032940
14589.843750, -0.034257
14601.562500, -0.035244
14613.281250, -0.035890
14625.000000, -0.036191
14636.718750, -0.036142
14648.437500, -0.035744
14660.156250, -0.035001
14671.875000, -0.033920
14683.593750, -0.032513
14695.312500, -0.030792
14707.031250, -0.028774
14718.750000, -0.026480
14730.468750, -0.023931
14742.187500, -0.021152
14753.906250, -0.018170
14765.625000, -0.015015
14777.343750, -0.011716
14789.062500, -0.008306
14800.781250, -0.004818
14812.500000, -0.001285
14824.218750, 0.002258
14835.937500, 0.005778
14847.656250, 0.009240
14859.375000, 0.012611
14871.093750, 0.015859
14882.812500, 0.018953
14894.531250, 0.021862
14906.250000, 0.024560
14917.968750, 0.027020
14929.687500, 0.029219
14941.406250, 0.031136
14953.125000, 0.032752
14964.843750, 0.034053
14976.562500, 0.035025
14988.281250, 0.035660
15000.000000, 0.035952
15011.718750, 0.035897
15023.437500, 0.035497
15035.156250, 0.034755
15046.875000, 0.033678
15058.593750, 0.032276
15070.312500, 0.030564
15082.031250, 0.028556
15093.750000, 0.026274
15105.468750, 0.023737
15117.187500, 0.020971
15128.906250, 0.018002
15140.625000, 0.014859
15152.343750, 0.011571
15164.062500, 0.008170
15175.781250, 0.004689
15187.500000, 0.001162
15199.218750, -0.002378
15210.937500, -0.005896
15222.656250, -0.009359
15234.375000, -0.012732
15246.093750, -0.015984
15257.812500, -0.019083
15269.531250, -0.021998
15281.250000, -0.024702
15292.968750, -0.027167
15304.687500, -0.029371
15316.406250, -0.031291
15328.125000, -0.032909
15339.843750, -0.034209
15351.562500, -0.035179
15363.281250, -0.035808
15375.000000, -0.036091
15386.718750, -0.036025
15398.437500, -0.035611
15410.156250, -0.034852
15421.875000, -0.033757
15433.593750, -0.032335
15445.312500, -0.030601
15457.031250, -0.028571
15468.750000, -0.026265
15480.468750, -0.023706
15492.187500, -0.020919
15503.906250, -0.017930
15515.625000, -0.014769
15527.343750, -0.011467
15539.062500, -0.008054
15550.781250, -0.004565
15562.500000, -0.001033
15574.218750, 0.002508
15585.937500, 0.006023
15597.656250, 0.009479
15609.375000, 0.012843
15621.093750, 0.016083
15632.812500, 0.019166
15644.531250, 0.022064
15656.250000, 0.024749
15667.968750, 0.027195
15679.687500, 0.029379
15691.406250, 0.031280
15703.125000, 0.032880
15714.843750, 0.034163
15726.562500, 0.035117
15738.281250, 0.035734
15750.000000, 0.036006
15761.718750, 0.035933
15773.437500, 0.035513
15785.156250, 0.034752
15796.875000, 0.033657
15808.593750, 0.032237
15820.312500, 0.030507
15832.031250, 0.028483
15843.750000, 0.026183
15855.468750, 0.023631
15867.187500, 0.020851
15878.906250, 0.017868
15890.625000, 0.014713
15902.343750, 0.011414
15914.062500, 0.008003
15925.781250, 0.004514
15937.500000, 0.000979
15949.218750, -0.002566
15960.937500, -0.006089
15972.656250, -0.009555
15984.375000, -0.012930
15996.093750, -0.016182
16007.812500, -0.019280
16019.531250, -0.022193
16031.250000, -0.024893
16042.968750, -0.027354
16054.687500, -0.029552
16066.406250, -0.031466
16078.125000, -0.033076
16089.843750, -0.034368
16101.562500, -0.035329
16113.281250, -0.035949
16125.000000, -0.036222
16136.718750, -0.036146
16148.437500, -0.035721
16160.156250, -0.034952
16171.875000, -0.033845
16183.593750, -0.032413
16195.312500, -0.030668
16207.031250, -0.028629
16218.750000, -0.026314
16230.468750, -0.023746
16242.187500, -0.020950
16253.906250, -0.017954
16265.625000, -0.014786
16277.343750, -0.011477
16289.062500, -0.008059
16300.781250, -0.004566
16312.500000, -0.001030
16324.218750, 0.002513
16335.937500, 0.006031
16347.656250, 0.009488
16359.375000, 0.012852
16371.093750, 0.016090
16382.812500, 0.019172
16394.531250, 0.022068
16406.250000, 0.024750
16417.968750, 0.027193
16429.687500, 0.029372
16441.406250, 0.031269
16453.125000, 0.032863
16464.843750, 0.034141
16476.562500, 0.035090
16488.281250, 0.035701
16500.000000, 0.035968
16511.718750, 0.035889
16523.437500, 0.035464
16535.156250, 0.034698
16546.875000, 0.033598
16558.593750, 0.032174
16570.312500, 0.030440
16582.031250, 0.028413
16593.750000, 0.026112
16605.468750, 0.023558
16617.187500, 0.020777
16628.906250, 0.017795
16640.625000, 0.014640
16652.343750, 0.011344
16664.062500, 0.007936
16675.781250, 0.004451
16687.500000, 0.000922
16699.218750, -0.002617
16710.937500, -0.006133
16722.656250, -0.009590
16734.375000, -0.012956
16746.093750, -0.016199
16757.812500, -0.019285
16769.531250, -0.022187
16781.250000, -0.024875
16792.968750, -0.027323
16804.687500, -0.029508
16816.406250, -0.031408
16828.125000, -0.033005
16839.843750, -0.034283
16851.562500, -0.035230
16863.281250, -0.035836
16875.000000, -0.036095
16886.718750, -0.036006
16898.437500, -0.035568
16910.156250, -0.034786
16921.875000, -0.033669
16933.593750, -0.032225
16945.312500, -0.030471
16957.031250, -0.028422
16968.750000, -0.026099
16980.468750, -0.023524
16992.187500, -0.020723
17003.906250, -0.017723
17015.625000, -0.014552
17027.343750, -0.011241
17039.062500, -0.007823
17050.781250, -0.004331
17062.500000, -0.000798
17074.218750, 0.002741
17085.937500, 0.006253
17097.656250, 0.009703
17109.375000, 0.013059
17121.093750, 0.016288
17132.812500, 0.019359
17144.531250, 0.022243
17156.250000, 0.024912
17167.968750, 0.027340
17179.687500, 0.029505
17191.406250, 0.031386
17203.125000, 0.032964
17214.843750, 0.034225
17226.562500, 0.035156
17238.281250, 0.035750
17250.000000, 0.035999
17261.718750, 0.035901
17273.437500, 0.035459
17285.156250, 0.034675
17296.875000, 0.033557
17308.593750, 0.032116
17320.312500, 0.030365
17332.031250, 0.028322
17343.750000, 0.026005
17355.468750, 0.023437
17367.187500, 0.020642
17378.906250, 0.017647
17390.625000, 0.014480
17402.343750, 0.011173
17414.062500, 0.007756
17425.781250, 0.004263
17437.500000, 0.000726
17449.218750, -0.002819
17460.937500, -0.006339
17472.656250, -0.009800
17484.375000, -0.013168
17496.093750, -0.016411
17507.812500, -0.019497
17519.531250, -0.022397
17531.250000, -0.025083
17542.968750, -0.027527
17554.687500, -0.029707
17566.406250, -0.031601
17578.125000, -0.033192
17589.843750, -0.034462
17601.562500, -0.035401
17613.281250, -0.035998
17625.000000, -0.036248
17636.718750, -0.036149
17648.437500, -0.035701
17660.156250, -0.034910
17671.875000, -0.033782
17683.593750, -0.032328
17695.312500, -0.030564
17707.031250, -0.028505
17718.750000, -0.026173
17730.468750, -0.023589
17742.187500, -0.020779
17753.906250, -0.017770
17765.625000, -0.014591
17777.343750, -0.011274
17789.062500, -0.007849
17800.781250, -0.004351
17812.500000, -0.000813
17824.218750, 0.002730
17835.937500, 0.006246
17847.656250, 0.009699
17859.375000, 0.013057
17871.093750, 0.016287
17882.812500, 0.019359
17894.531250, 0.022243
17906.250000, 0.024912
17917.968750, 0.027339
17929.687500, 0.029503
17941.406250, 0.031382
17953.125000, 0.032958
17964.843750, 0.034216
17976.562500, 0.035145
17988.281250, 0.035735
18000.000000, 0.035982
18011.718750, 0.035882
18023.437500, 0.035436
18035.156250, 0.034650
18046.875000, 0.033530
18058.593750, 0.032087
18070.312500, 0.030335
18082.031250, 0.028290
18093.750000, 0.025973
18105.468750, 0.023405
18117.187500, 0.020611
18128.906250, 0.017618
18140.625000, 0.014454
18152.343750, 0.011150
18164.062500, 0.007737
18175.781250, 0.004248
18187.500000, 0.000717
18199.218750, -0.002822
18210.937500, -0.006335
18222.656250, -0.009788
18234.375000, -0.013148
18246.093750, -0.016382
18257.812500, -0.019459
18269.531250, -0.022349
18281.250000, -0.025024
18292.968750, -0.027457
18304.687500, -0.029626
18316.406250, -0.031509
18328.125000, -0.033087
18339.843750, -0.034346
18351.562500, -0.035273
18363.281250, -0.035859
18375.000000, -0.036099
18386.718750, -0.035989
18398.437500, -0.035531
18410.156250, -0.034730
18421.875000, -0.033593
18433.593750, -0.032131
18445.312500, -0.030359
18457.031250, -0.028294
18468.750000, -0.025956
18480.468750, -0.023368
18492.187500, -0.020555
18503.906250, -0.017544
18515.625000, -0.014364
18527.343750, -0.011047
18539.062500, -0.007625
18550.781250, -0.004130
18562.500000, -0.000596
18574.218750, 0.002942
18585.937500, 0.006451
18597.656250, 0.009896
18609.375000, 0.013245
18621.093750, 0.016465
18632.812500, 0.019525
18644.531250, 0.022397
18656.250000, 0.025052
18667.968750, 0.027466
18679.687500, 0.029614
18691.406250, 0.031477
18703.125000, 0.033037
18714.843750, 0.034279
18726.562500, 0.035190
18738.281250, 0.035763
18750.000000, 0.035992
18761.718750, 0.035874
18773.437500, 0.035411
18785.156250, 0.034608
18796.875000, 0.033471
18808.593750, 0.032011
18820.312500, 0.030243
18832.031250, 0.028183
18843.750000, 0.025851
18855.468750, 0.023268
18867.187500, 0.020461
18878.906250, 0.017455
18890.625000, 0.014280
18902.343750, 0.010965
18914.062500, 0.007543
18925.781250, 0.004046
18937.500000, 0.000508
18949.218750, -0.003037
18960.937500, -0.006554
18972.656250, -0.010011
18984.375000, -0.013373
18996.093750, -0.016608
19007.812500, -0.019684
19019.531250, -0.022573
19031.250000, -0.025245
19042.968750, -0.027675
19054.687500, -0.029839
19066.406250, -0.031717
19078.125000, -0.033289
19089.843750, -0.034541
19101.562500, -0.035460
19113.281250, -0.036037
19125.000000, -0.036268
19136.718750, -0.036149
19148.437500, -0.035681
19160.156250, -0.034870
19171.875000, -0.033723
19183.593750, -0.032251
19195.312500, -0.030469
19207.031250, -0.028394
19218.750000, -0.026046
19230.468750, -0.023449
19242.187500, -0.020626
19253.906250, -0.017606
19265.625000, -0.014418
19277.343750, -0.011093
19289.062500, -0.007663
19300.781250, -0.004162
19312.500000, -0.000622
19324.218750, 0.002922
19335.937500, 0.006436
19347.656250, 0.009885
19359.375000, 0.013238
19371.093750, 0.016461
19382.812500, 0.019524
19394.531250, 0.022398
19406.250000, 0.025054
19417.968750, 0.027469
19429.687500, 0.029618
19441.406250, 0.031481
19453.125000, 0.033041
19464.843750, 0.034282
19476.562500, 0.035193
19488.281250, 0.035766
19500.000000, 0.035994
19511.718750, 0.035875
19523.437500, 0.035412
19535.156250, 0.034607
19546.875000, 0.033470
19558.593750, 0.032010
19570.312500, 0.030242
19582.031250, 0.028183
19593.750000, 0.025851
19605.468750, 0.023271
19617.187500, 0.020465
19628.906250, 0.017462
19640.625000, 0.014290
19652.343750, 0.010979
19664.062500, 0.007561
19675.781250, 0.004069
19687.500000, 0.000536
19699.218750, -0.003002
19710.937500, -0.006513
19722.656250, -0.009963
19734.375000, -0.013317
19746.093750, -0.016544
19757.812500, -0.019612
19769.531250, -0.022491
19781.250000, -0.025154
19792.968750, -0.027575
19804.687500, -0.029729
19816.406250, -0.031597
19828.125000, -0.033160
19839.843750, -0.034402
19851.562500, -0.035312
19863.281250, -0.035880
19875.000000, -0.036101
19886.718750, -0.035974
19898.437500, -0.035499
19910.156250, -0.034680
19921.875000, -0.033526
19933.593750, -0.032049
19945.312500, -0.030261
19957.031250, -0.028182
19968.750000, -0.025831
19980.468750, -0.023231
19992.187500, -0.020408
20003.906250, -0.017388
20015.625000, -0.014201
20027.343750, -0.010878
20039.062500, -0.007451
20050.781250, -0.003954
20062.500000, -0.000420
20074.218750, 0.003117
20085.937500, 0.006623
20097.656250, 0.010064
20109.375000, 0.013406
20121.093750, 0.016619
20132.812500, 0.019670
20144.531250, 0.022531
20156.250000, 0.025174
20167.968750, 0.027574
20179.687500, 0.029708
20191.406250, 0.031556
20203.125000, 0.033100
20214.843750, 0.034325
20226.562500, 0.035219
20238.281250, 0.035775
20250.000000, 0.035986
20261.718750, 0.035851
20273.437500, 0.035371
20285.156250, 0.034550
20296.875000, 0.033397
20308.593750, 0.031922
20320.312500, 0.030139
20332.031250, 0.028065
20343.750000, 0.025720
20355.468750, 0.023127
20367.187500, 0.020310
20378.906250, 0.017295
20390.625000, 0.014113
20402.343750, 0.010793
20414.062500, 0.007367
20425.781250, 0.003869
20437.500000, 0.000331
20449.218750, -0.003213
20460.937500, -0.006727
20472.656250, -0.010178
20484.375000, -0.013533
20496.093750, -0.016760
20507.812500, -0.019827
20519.531250, -0.022704
20531.250000, -0.025363
20542.968750, -0.027779
20554.687500, -0.029929
20566.406250, -0.031790
20578.125000, -0.033346
20589.843750, -0.034580
20601.562500, -0.035481
20613.281250, -0.036041
20625.000000, -0.036253
20636.718750, -0.036115
20648.437500, -0.035630
20660.156250, -0.034801
20671.875000, -0.033637
20683.593750, -0.032149
20695.312500, -0.030352
20707.031250, -0.028262
20718.750000, -0.025901
20730.468750, -0.023291
20742.187500, -0.020458
20753.906250, -0.017430
20765.625000, -0.014234
20777.343750, -0.010903
20789.062500, -0.007469
20800.781250, -0.003965
20812.500000, -0.000425
20824.218750, 0.003118
20835.937500, 0.006629
20847.656250, 0.010074
20859.375000, 0.013420
20871.093750, 0.016635
20882.812500, 0.019689
20894.531250, 0.022551
20906.250000, 0.025196
20917.968750, 0.027597
20929.687500, 0.029731
20941.406250, 0.031579
20953.125000, 0.033123
20964.843750, 0.034347
20976.562500, 0.035241
20988.281250, 0.035795
21000.000000, 0.036005
21011.718750, 0.035869
21023.437500, 0.035388
21035.156250, 0.034566
21046.875000, 0.033412
21058.593750, 0.031936
21070.312500, 0.030152
21082.031250, 0.028078
21093.750000, 0.025734
21105.468750, 0.023141
21117.187500, 0.020325
21128.906250, 0.017312
21140.625000, 0.014132
21152.343750, 0.010815
21164.062500, 0.007392
21175.781250, 0.003897
21187.500000, 0.000363
21199.218750, -0.003175
21210.937500, -0.006684
21222.656250, -0.010130
21234.375000, -0.013479
21246.093750, -0.016698
21257.812500, -0.019758
21269.531250, -0.022627
21281.250000, -0.025279
21292.968750, -0.027687
21304.687500, -0.029828
21316.406250, -0.031681
21328.125000, -0.033229
21339.843750, -0.034455
21351.562500, -0.035348
21363.281250, -0.035900
21375.000000, -0.036104
21386.718750, -0.035960
21398.437500, -0.035468
21410.156250, -0.034633
21421.875000, -0.033463
21433.593750, -0.031970
21445.312500, -0.030168
21457.031250, -0.028076
21468.750000, -0.025712
21480.468750, -0.023101
21492.187500, -0.020267
21503.906250, -0.017239
21515.625000, -0.014045
21527.343750, -0.010717
21539.062500, -0.007286
21550.781250, -0.003787
21562.500000, -0.000252
21574.218750, 0.003284
21585.937500, 0.006787
21597.656250, 0.010223
21609.375000, 0.013560
21621.093750, 0.016765
21632.812500, 0.019807
21644.531250, 0.022658
21656.250000, 0.025290
21667.968750, 0.027677
21679.687500, 0.029798
21691.406250, 0.031631
21703.125000, 0.033159
21714.843750, 0.034369
21726.562500, 0.035247
21738.281250, 0.035786
21750.000000, 0.035981
21761.718750, 0.035829
21773.437500, 0.035333
21785.156250, 0.034496
21796.875000, 0.033327
21808.593750, 0.031837
21820.312500, 0.030040
21832.031250, 0.027953
21843.750000, 0.025596
21855.468750, 0.022992
21867.187500, 0.020166
21878.906250, 0.017143
21890.625000, 0.013954
21902.343750, 0.010629
21914.062500, 0.007200
21925.781250, 0.003699
21937.500000, 0.000161
21949.218750, -0.003380
21960.937500, -0.006891
21972.656250, -0.010338
21984.375000, -0.013687
21996.093750, -0.016905
22007.812500, -0.019962
22019.531250, -0.022829
22031.250000, -0.025476
22042.968750, -0.027879
22054.687500, -0.030014
22066.406250, -0.031860
22078.125000, -0.033400
22089.843750, -0.034617
22101.562500, -0.035502
22113.281250, -0.036044
22125.000000, -0.036238
22136.718750, -0.036084
22148.437500, -0.035581
22160.156250, -0.034736
22171.875000, -0.033555
22183.593750, -0.032052
22195.312500, -0.030239
22207.031250, -0.028136
22218.750000, -0.025762
22230.468750, -0.023141
22242.187500, -0.020298
22253.906250, -0.017261
22265.625000, -0.014058
22277.343750, -0.010722
22289.062500, -0.007284
22300.781250, -0.003778
22312.500000, -0.000237
22324.218750, 0.003305
22335.937500, 0.006813
22347.656250, 0.010253
22359.375000, 0.013593
22371.093750, 0.016801
22382.812500, 0.019846
22394.531250, 0.022698
22406.250000, 0.025331
22417.968750, 0.027719
22429.687500, 0.029840
22441.406250, 0.031673
22453.125000, 0.033201
22464.843750, 0.034409
22476.562500, 0.035286
22488.281250, 0.035824
22500.000000, 0.036017
22511.718750, 0.035863
22523.437500, 0.035365
22535.156250, 0.034527
22546.875000, 0.033356
22558.593750, 0.031865
22570.312500, 0.030067
22582.031250, 0.027979
22593.750000, 0.025621
22605.468750, 0.023017
22617.187500, 0.020190
22628.906250, 0.017169
22640.625000, 0.013981
22652.343750, 0.010657
22664.062500, 0.007230
22675.781250, 0.003732
22687.500000, 0.000197
22699.218750, -0.003341
22710.937500, -0.006848
22722.656250, -0.010290
22734.375000, -0.013633
22746.093750, -0.016847
22757.812500, -0.019898
22769.531250, -0.022758
22781.250000, -0.025399
22792.968750, -0.027795
22804.687500, -0.029923
22816.406250, -0.031762
22828.125000, -0.033295
22839.843750, -0.034506
22851.562500, -0.035383
22863.281250, -0.035919
22875.000000, -0.036107
22886.718750, -0.035946
22898.437500, -0.035438
22910.156250, -0.034587
22921.875000, -0.033402
22933.593750, -0.031895
22945.312500, -0.030079
22957.031250, -0.027973
22968.750000, -0.025598
22980.468750, -0.022976
22992.187500, -0.020133
23003.906250, -0.017096
23015.625000, -0.013896
23027.343750, -0.010562
23039.062500, -0.007128
23050.781250, -0.003626
23062.500000, -0.000091
23074.218750, 0.003444
23085.937500, 0.006944
23097.656250, 0.010377
23109.375000, 0.013707
23121.093750, 0.016905
23132.812500, 0.019939
23144.531250, 0.022780
23156.250000, 0.025400
23167.968750, 0.027776
23179.687500, 0.029883
23191.406250, 0.031703
23203.125000, 0.033217
23214.843750, 0.034411
23226.562500, 0.035274
23238.281250, 0.035797
23250.000000, 0.035976
23261.718750, 0.035808
23273.437500, 0.035296
23285.156250, 0.034444
23296.875000, 0.033260
23308.593750, 0.031756
23320.312500, 0.029946
23332.031250, 0.027846
23343.750000, 0.025478
23355.468750, 0.022864
23367.187500, 0.020028
23378.906250, 0.016998
23390.625000, 0.013803
23402.343750, 0.010473
23414.062500, 0.007041
23425.781250, 0.003539
23437.500000, 0.000001
23449.218750, -0.003539
23460.937500, -0.007047
23472.656250, -0.010489
23484.375000, -0.013832
23496.093750, -0.017042
23507.812500, -0.020091
23519.531250, -0.022946
23531.250000, -0.025582
23542.968750, -0.027972
23554.687500, -0.030094
23566.406250, -0.031926
23578.125000, -0.033450
23589.843750, -0.034652
23601.562500, -0.035521
23613.281250, -0.036047
23625.000000, -0.036225
23636.718750, -0.036054
23648.437500, -0.035536
23660.156250, -0.034675
23671.875000, -0.033480
23683.593750, -0.031963
23695.312500, -0.030137
23707.031250, -0.028022
23718.750000, -0.025638
23730.468750, -0.023007
23742.187500, -0.020156
23753.906250, -0.017112
23765.625000, -0.013904
23777.343750, -0.010565
23789.062500, -0.007125
23800.781250, -0.003619
23812.500000, -0.000079
23824.218750, 0.003459
23835.937500, 0.006961
23847.656250, 0.010395
23859.375000, 0.013727
23871.093750, 0.016924
23882.812500, 0.019957
23894.531250, 0.022797
23906.250000, 0.025415
23917.968750, 0.027788
23929.687500, 0.029892
23941.406250, 0.031707
23953.125000, 0.033217
23964.843750, 0.034406
23976.562500, 0.035264
23988.281250, 0.035782
